招录机关名称	招录职位名称	招录职位编码	缴费状况（缴费人数与招录名额的比例区间）
内江市东兴区	业务岗位	26309020	≥ 5:1 且 < 30:1
隆昌市	业务岗位（一）	26309030	< 5:1
隆昌市	业务岗位（二）	26309031	≥ 5:1 且 < 30:1
隆昌市	业务岗位（三）	26309032	< 5:1
隆昌市	业务岗位（四）	26309033	< 5:1
隆昌市	业务岗位（五）	26309034	< 5:1
隆昌市	业务岗位（六）	26309035	< 5:1
隆昌市	业务岗位（一）	26309036	< 5:1
隆昌市	业务岗位（二）	26309037	< 5:1
隆昌市	业务岗位	26309050	< 5:1
资中县	业务岗位（一）	26309070	< 5:1
资中县	业务岗位（二）	26309071	< 5:1
资中县	业务岗位（三）	26309072	≥ 5:1 且 < 30:1
资中县	业务岗位（四）	26309073	< 5:1
资中县	业务岗位（一）	26309079	< 5:1
资中县	业务岗位（二）	26309080	< 5:1
资中县	业务岗位（一）	26309081	< 5:1
资中县	业务岗位（二）	26309082	< 5:1
资中县	业务岗位（三）	26309083	< 5:1
资中县	业务岗位	26309084	< 5:1
资中县	业务岗位	26309085	< 5:1
资中县	业务岗位（一）	26309094	< 5:1
资中县	业务岗位（二）	26309095	< 5:1
资中县	业务岗位（三）	26309096	< 5:1
威远县	业务岗位	26309126	< 5:1
威远县	财务管理	26309127	< 5:1
威远县	农业发展（一）	26309128	< 5:1
威远县	农业发展（二）	26309129	< 5:1
威远县	法律督查（一）	26309130	< 5:1
威远县	法律督查（二）	26309131	< 5:1
威远县	文稿写作	26309132	< 5:1
威远县	文稿写作	26309133	< 5:1
乐山市生态环境局	执法岗位	26310001	< 5:1
乐山市生态环境局	执法岗位	26310002	< 5:1
乐山市生态环境局	执法岗位	26310003	< 5:1
乐山市生态环境局	执法岗位	26310004	< 5:1
乐山市生态环境局	执法岗位	26310005	< 5:1
乐山市生态环境局	执法岗位	26310006	< 5:1
乐山市生态环境局	执法岗位	26310007	< 5:1
乐山市应急管理局	执法岗位	26310008	< 5:1
乐山市应急管理局	执法岗位	26310009	< 5:1
乐山市应急管理局	执法岗位	26310010	< 5:1
乐山市市中区	综合岗位	26310013	≥ 5:1 且 < 30:1
乐山市市中区	执法岗位	26310014	< 5:1
乐山市市中区	执法岗位	26310015	< 5:1
乐山市市中区	执法岗位	26310016	< 5:1
乐山市市中区	执法岗位	26310017	< 5:1
乐山市市中区	执法岗位	26310018	≥ 5:1 且 < 30:1
乐山市市中区	执法岗位	26310019	< 5:1
乐山市市中区	执法岗位	26310020	< 5:1
乐山市五通桥区	执法岗位	26310033	< 5:1
乐山市五通桥区	执法岗位	26310034	< 5:1
乐山市五通桥区	执法岗位	26310035	< 5:1
乐山市五通桥区	执法岗位	26310036	≥ 5:1 且 < 30:1
乐山市五通桥区	执法岗位	26310037	< 5:1
乐山市沙湾区	综合岗位	26310052	< 5:1
乐山市沙湾区	执法岗位	26310053	< 5:1
乐山市沙湾区	综合岗位	26310054	< 5:1
乐山市沙湾区	执法岗位	26310055	< 5:1
乐山市沙湾区	执法岗位	26310058	< 5:1
乐山市沙湾区	执法岗位	26310059	< 5:1
乐山市沙湾区	执法岗位	26310060	< 5:1
乐山市沙湾区	执法岗位	26310061	< 5:1
乐山市沙湾区	执法岗位	26310062	< 5:1
乐山市沙湾区	执法岗位	26310063	< 5:1
乐山市沙湾区	执法岗位	26310064	< 5:1
乐山市沙湾区	执法岗位	26310065	< 5:1
乐山市金口河区	综合岗位	26310074	< 5:1
乐山市金口河区	执法岗位	26310075	< 5:1
乐山市金口河区	执法岗位	26310076	< 5:1
峨眉山市	执法岗位	26310084	< 5:1
峨眉山市	执法岗位	26310085	< 5:1
峨眉山市	执法岗位	26310086	< 5:1
峨眉山市	执法岗位	26310087	< 5:1
峨眉山市	执法岗位	26310088	< 5:1
峨眉山市	执法岗位	26310089	< 5:1
峨眉山市	执法岗位	26310090	< 5:1
峨眉山市	执法岗位	26310091	< 5:1
犍为县	执法岗位	26310122	< 5:1
犍为县	执法岗位	26310123	< 5:1
犍为县	综合岗位	26310124	< 5:1
犍为县	综合岗位	26310125	< 5:1
犍为县	执法岗位	26310126	< 5:1
犍为县	综合岗位	26310127	< 5:1
犍为县	执法岗位	26310128	< 5:1
犍为县	执法岗位	26310129	< 5:1
犍为县	综合岗位	26310130	< 5:1
犍为县	执法岗位	26310131	< 5:1
犍为县	综合岗位	26310132	< 5:1
犍为县	综合岗位	26310133	< 5:1
井研县	执法岗位	26310172	< 5:1
夹江县	执法岗位	26310186	< 5:1
夹江县	执法岗位	26310187	< 5:1
夹江县	综合岗位	26310188	≥ 5:1 且 < 30:1
夹江县	综合岗位	26310189	≥ 5:1 且 < 30:1
夹江县	执法岗位	26310190	< 5:1
夹江县	执法岗位	26310191	< 5:1
夹江县	执法岗位	26310192	< 5:1
夹江县	执法岗位	26310193	< 5:1
夹江县	执法岗位	26310194	< 5:1
夹江县	执法岗位	26310195	< 5:1
沐川县	综合岗位	26310219	< 5:1
沐川县	综合岗位	26310220	< 5:1
峨边彝族自治县	执法岗位	26310238	< 5:1
峨边彝族自治县	执法岗位	26310239	< 5:1
峨边彝族自治县	执法岗位	26310240	< 5:1
峨边彝族自治县	执法岗位	26310241	< 5:1
马边彝族自治县	执法岗位	26310263	< 5:1
马边彝族自治县	执法岗位	26310264	< 5:1
马边彝族自治县	执法岗位	26310265	< 5:1
马边彝族自治县	执法岗位	26310266	< 5:1
马边彝族自治县	执法岗位	26310267	< 5:1
马边彝族自治县	执法岗位	26310268	< 5:1
马边彝族自治县	执法岗位	26310269	< 5:1
马边彝族自治县	执法岗位	26310270	< 5:1
马边彝族自治县	综合岗位	26310271	< 5:1
马边彝族自治县	执法岗位	26310272	< 5:1
马边彝族自治县	综合岗位	26310273	< 5:1
南充市生态环境局	工作人员	26311001	< 5:1
南充市生态环境局	工作人员	26311002	< 5:1
南充市生态环境局	工作人员	26311003	< 5:1
南充市生态环境局	工作人员	26311004	< 5:1
南充市顺庆区	工作人员	26311018	< 5:1
南充市顺庆区	工作人员	26311019	< 5:1
南充市顺庆区	工作人员	26311022	< 5:1
南充市顺庆区	工作人员	26311023	≥ 5:1 且 < 30:1
南充市顺庆区	工作人员	26311024	≥ 5:1 且 < 30:1
南充市顺庆区	工作人员	26311025	< 5:1
南充市顺庆区	工作人员	26311026	< 5:1
南充市顺庆区	工作人员	26311027	< 5:1
南充市顺庆区	工作人员	26311029	< 5:1
南充市顺庆区	工作人员	26311030	< 5:1
南充市顺庆区	工作人员	26311032	< 5:1
南充市高坪区	工作人员	26311039	< 5:1
南充市高坪区	工作人员	26311040	< 5:1
南充市高坪区	工作人员	26311041	< 5:1
南充市高坪区	工作人员	26311042	< 5:1
南充市高坪区	工作人员	26311043	≥ 5:1 且 < 30:1
南充市高坪区	工作人员	26311044	< 5:1
南充市嘉陵区	工作人员	26311054	< 5:1
南充市嘉陵区	工作人员	26311055	< 5:1
南充市嘉陵区	工作人员	26311056	< 5:1
南充市嘉陵区	工作人员	26311057	≥ 5:1 且 < 30:1
南充市嘉陵区	工作人员	26311058	≥ 5:1 且 < 30:1
南充市嘉陵区	工作人员	26311059	≥ 5:1 且 < 30:1
阆中市	工作人员	26311073	< 5:1
阆中市	工作人员	26311083	< 5:1
阆中市	工作人员	26311085	< 5:1
阆中市	工作人员	26311086	< 5:1
阆中市	工作人员	26311087	< 5:1
阆中市	工作人员	26311088	< 5:1
阆中市	工作人员	26311089	< 5:1
阆中市	工作人员	26311090	< 5:1
阆中市	工作人员	26311091	≥ 5:1 且 < 30:1
南部县	工作人员	26311105	< 5:1
南部县	工作人员	26311106	< 5:1
南部县	工作人员	26311107	≥ 5:1 且 < 30:1
南部县	工作人员	26311108	< 5:1
南部县	工作人员	26311121	< 5:1
南部县	工作人员	26311122	< 5:1
南部县	工作人员	26311123	< 5:1
南部县	工作人员	26311124	< 5:1
南部县	工作人员	26311125	< 5:1
南部县	工作人员	26311126	< 5:1
南部县	工作人员	26311127	< 5:1
南部县	工作人员	26311128	< 5:1
南部县	工作人员	26311129	< 5:1
西充县	工作人员	26311148	< 5:1
西充县	工作人员	26311152	< 5:1
西充县	工作人员	26311153	< 5:1
西充县	工作人员	26311154	< 5:1
西充县	工作人员	26311160	< 5:1
西充县	工作人员	26311161	< 5:1
西充县	工作人员	26311162	< 5:1
西充县	工作人员	26311164	< 5:1
西充县	工作人员	26311165	< 5:1
西充县	工作人员	26311167	< 5:1
仪陇县	工作人员	26311179	< 5:1
仪陇县	工作人员	26311180	< 5:1
仪陇县	工作人员	26311182	< 5:1
仪陇县	工作人员	26311183	< 5:1
仪陇县	工作人员	26311184	< 5:1
仪陇县	工作人员	26311185	< 5:1
仪陇县	工作人员	26311186	< 5:1
仪陇县	工作人员	26311187	< 5:1
仪陇县	工作人员	26311188	< 5:1
仪陇县	工作人员	26311189	< 5:1
仪陇县	工作人员	26311190	< 5:1
仪陇县	工作人员	26311191	< 5:1
仪陇县	工作人员	26311192	< 5:1
仪陇县	工作人员	26311193	< 5:1
仪陇县	工作人员	26311194	< 5:1
仪陇县	工作人员	26311195	< 5:1
仪陇县	工作人员	26311196	< 5:1
营山县	工作人员	26311207	< 5:1
营山县	工作人员	26311220	< 5:1
营山县	工作人员	26311221	< 5:1
营山县	工作人员	26311222	< 5:1
营山县	工作人员	26311223	< 5:1
营山县	工作人员	26311224	< 5:1
营山县	工作人员	26311228	< 5:1
营山县	工作人员	26311230	< 5:1
营山县	工作人员	26311231	< 5:1
营山县	工作人员	26311232	< 5:1
营山县	工作人员	26311236	< 5:1
营山县	工作人员	26311237	< 5:1
营山县	工作人员	26311238	< 5:1
营山县	工作人员	26311239	< 5:1
营山县	工作人员	26311240	< 5:1
营山县	工作人员	26311241	< 5:1
蓬安县	工作人员	26311256	< 5:1
蓬安县	工作人员	26311263	< 5:1
蓬安县	工作人员	26311264	< 5:1
蓬安县	工作人员	26311267	< 5:1
蓬安县	工作人员	26311268	< 5:1
蓬安县	工作人员	26311269	< 5:1
蓬安县	工作人员	26311271	< 5:1
达州市生态环境局	工作人员（一）	26312006	< 5:1
达州市生态环境局	工作人员（二）	26312007	< 5:1
达州市生态环境局	工作人员（一）	26312008	< 5:1
达州市生态环境局	工作人员（二）	26312009	< 5:1
达州市生态环境局	工作人员（一）	26312010	< 5:1
达州市生态环境局	工作人员（二）	26312011	< 5:1
达州市生态环境局	工作人员（一）	26312012	< 5:1
达州市生态环境局	工作人员（二）	26312013	< 5:1
达州市通川区	卫生监督	26312042	< 5:1
达州市通川区	工作人员（一）	26312050	< 5:1
达州市通川区	工作人员（二）	26312051	< 5:1
达州市通川区	工作人员（三）	26312052	< 5:1
达州市通川区	工作人员（一）	26312053	< 5:1
达州市通川区	工作人员（二）	26312054	< 5:1
达州市通川区	工作人员（三）	26312055	< 5:1
达州市通川区	工作人员（四）	26312056	< 5:1
达州市达川区	工作人员（一）	26312088	< 5:1
达州市达川区	工作人员（二）	26312089	< 5:1
达州市达川区	工作人员（一）	26312090	< 5:1
达州市达川区	工作人员（二）	26312091	< 5:1
达州市达川区	工作人员（一）	26312092	< 5:1
达州市达川区	工作人员（二）	26312093	< 5:1
达州市达川区	工作人员（三）	26312094	< 5:1
达州市达川区	工作人员	26312095	< 5:1
达州市达川区	工作人员（一）	26312096	< 5:1
达州市达川区	工作人员（二）	26312097	< 5:1
大竹县	业务岗位（一）	26312182	< 5:1
大竹县	业务岗位（二）	26312183	< 5:1
大竹县	业务岗位（三）	26312184	< 5:1
大竹县	业务岗位（一）	26312185	< 5:1
大竹县	业务岗位（二）	26312186	< 5:1
大竹县	业务岗位（一）	26312187	< 5:1
大竹县	业务岗位（二）	26312188	< 5:1
大竹县	业务岗位（一）	26312189	< 5:1
大竹县	业务岗位（二）	26312190	< 5:1
大竹县	业务岗位（一）	26312191	< 5:1
大竹县	业务岗位（二）	26312192	< 5:1
大竹县	业务岗位（一）	26312193	< 5:1
大竹县	业务岗位（二）	26312194	< 5:1
大竹县	业务岗位（一）	26312195	< 5:1
大竹县	业务岗位（二）	26312196	< 5:1
大竹县	业务岗位（三）	26312197	< 5:1
渠县	综合执法	26312233	< 5:1
渠县	综合执法	26312234	< 5:1
渠县	综合执法	26312235	< 5:1
渠县	综合执法	26312236	< 5:1
渠县	综合执法	26312237	< 5:1
开江县	工作人员	26312265	< 5:1
开江县	工作人员（一）	26312266	< 5:1
开江县	工作人员（二）	26312267	< 5:1
开江县	工作人员（一）	26312268	< 5:1
开江县	工作人员（二）	26312269	< 5:1
开江县	工作人员	26312270	< 5:1
开江县	工作人员	26312276	< 5:1
开江县	工作人员	26312278	< 5:1
巴州区	综合管理	26313009	≥ 5:1 且 < 30:1
巴州区	监督检查	26313012	< 5:1
巴州区	城建监察执法	26313015	≥ 5:1 且 < 30:1
巴州区	行政执法	26313016	< 5:1
巴州区	综合管理	26313018	< 5:1
巴州区	卫生监督	26313019	< 5:1
巴州区	财务管理	26313020	< 5:1
巴州区	行政执法	26313021	< 5:1
巴州区	质量安全监管执法	26313022	< 5:1
巴州区	特种设备安全监管执法	26313023	≥ 5:1 且 < 30:1
恩阳区	交通运输行政执法	26313031	< 5:1
恩阳区	农业综合执法	26313032	< 5:1
恩阳区	应急管理	26313034	< 5:1
恩阳区	卫生监督执法	26313035	< 5:1
恩阳区	市场监管执法	26313036	< 5:1
恩阳区	综合执法	26313037	< 5:1
恩阳区	城市管理（一）	26313038	< 5:1
恩阳区	城市管理（二）	26313039	< 5:1
南江县	综合管理	26313044	< 5:1
南江县	知识产权监管	26313045	< 5:1
南江县	财务管理	26313046	< 5:1
南江县	质量监管	26313047	≥ 5:1 且 < 30:1
南江县	行政执法（一）	26313052	< 5:1
南江县	行政执法（二）	26313053	< 5:1
南江县	行政执法（三）	26313054	≥ 5:1 且 < 30:1
南江县	行政执法（一）	26313055	< 5:1
南江县	行政执法（二）	26313056	< 5:1
南江县	行政执法（一）	26313057	< 5:1
南江县	行政执法（二）	26313058	< 5:1
南江县	行政执法	26313059	< 5:1
南江县	行政执法	26313060	< 5:1
南江县	财务管理	26313061	< 5:1
南江县	行政执法	26313062	< 5:1
南江县	行政执法	26313063	< 5:1
南江县	行政执法	26313064	< 5:1
通江县	行政执法（一）	26313073	< 5:1
通江县	行政执法（二）	26313074	< 5:1
通江县	行政执法（三）	26313075	< 5:1
通江县	行政执法	26313083	< 5:1
通江县	行政执法（一）	26313084	< 5:1
通江县	行政执法（二）	26313085	< 5:1
通江县	行政执法（一）	26313086	< 5:1
通江县	行政执法（二）	26313087	< 5:1
通江县	综合管理	26313088	< 5:1
通江县	行政执法	26313089	< 5:1
通江县	综合管理	26313090	< 5:1
通江县	行政执法	26313091	< 5:1
通江县	行政执法（一）	26313092	< 5:1
通江县	行政执法（二）	26313093	< 5:1
通江县	行政执法	26313094	< 5:1
通江县	财务管理	26313095	< 5:1
通江县	行政执法	26313096	< 5:1
平昌县	综合执法（一）	26313127	< 5:1
平昌县	综合执法（二）	26313128	< 5:1
平昌县	综合执法（三）	26313129	< 5:1
平昌县	综合执法（一）	26313130	< 5:1
平昌县	综合执法（二）	26313131	< 5:1
平昌县	综合执法（三）	26313132	< 5:1
平昌县	综合执法	26313133	< 5:1
广安市交通运输综合行政执法支队	文秘	26314001	< 5:1
广安市应急管理综合行政执法支队	安全生产	26314005	< 5:1
广安市华蓥生态环境局	文秘	26314006	< 5:1
广安市华蓥生态环境局	环境监管	26314007	< 5:1
广安市华蓥市生态环境保护综合行政执法大队	文秘	26314008	< 5:1
广安市岳池生态环境局	文秘	26314009	≥ 5:1 且 < 30:1
广安市岳池县生态环境保护综合行政执法大队	环保执法（一）	26314010	< 5:1
广安市岳池县生态环境保护综合行政执法大队	环保执法（二）	26314011	< 5:1
广安市武胜生态环境局	文秘	26314012	≥ 5:1 且 < 30:1
广安市武胜县生态环境保护综合行政执法大队	财务管理	26314013	< 5:1
广安市武胜县生态环境保护综合行政执法大队	环保执法	26314014	< 5:1
广安市广安区	特种设备监管	26314018	≥ 5:1 且 < 30:1
广安市广安区	行政复议审查	26314019	< 5:1
广安市广安区	食品监管	26314020	< 5:1
广安市广安区	药品监管	26314021	≥ 5:1 且 < 30:1
广安市广安区	应急指挥	26314024	< 5:1
广安市广安区	城市建设	26314025	< 5:1
广安市广安区	行政执法	26314026	< 5:1
广安市广安区	城市建设	26314027	< 5:1
广安市前锋区	行政执法（一）	26314047	< 5:1
广安市前锋区	行政执法（二）	26314048	< 5:1
广安市前锋区	行政执法（一）	26314051	< 5:1
广安市前锋区	行政执法（二）	26314052	< 5:1
广安市前锋区	行政执法（三）	26314053	< 5:1
广安市前锋区	行政执法（四）	26314054	< 5:1
华蓥市	行政执法	26314075	< 5:1
华蓥市	法律	26314076	< 5:1
华蓥市	市场监管（一）	26314078	< 5:1
华蓥市	市场监管（二）	26314079	≥ 5:1 且 < 30:1
华蓥市	市场监管（一）	26314080	< 5:1
华蓥市	市场监管（二）	26314081	< 5:1
华蓥市	市场监管（三）	26314082	< 5:1
华蓥市	农业综合行政执法	26314083	< 5:1
华蓥市	行政执法	26314089	≥ 5:1 且 < 30:1
岳池县	交通执法（一）	26314112	< 5:1
岳池县	交通执法（二）	26314113	< 5:1
岳池县	市场监管执法（一）	26314114	< 5:1
岳池县	市场监管执法（二）	26314115	< 5:1
岳池县	食品执法（一）	26314116	< 5:1
岳池县	食品执法（二）	26314117	< 5:1
岳池县	农业执法	26314118	< 5:1
岳池县	文旅市场综合执法	26314119	< 5:1
岳池县	应急管理综合行政执法	26314120	< 5:1
岳池县	卫生执法（一）	26314121	< 5:1
岳池县	卫生执法（二）	26314122	< 5:1
岳池县	综合执法	26314123	< 5:1
武胜县	会计	26314170	< 5:1
武胜县	土地管理	26314171	< 5:1
武胜县	行政执法（一）	26314172	< 5:1
武胜县	行政执法（二）	26314173	< 5:1
武胜县	统计管理	26314174	< 5:1
武胜县	法律	26314175	< 5:1
武胜县	行政执法	26314176	< 5:1
武胜县	综合管理	26314177	< 5:1
武胜县	文秘	26314178	< 5:1
武胜县	交通管理（一）	26314179	< 5:1
武胜县	交通管理（二）	26314180	< 5:1
武胜县	海事管理	26314181	< 5:1
武胜县	综合执法	26314182	< 5:1
武胜县	法律	26314183	< 5:1
武胜县	法律	26314184	≥ 5:1 且 < 30:1
武胜县	综合管理	26314185	< 5:1
邻水县	行政执法（一）	26314214	< 5:1
邻水县	行政执法（二）	26314215	< 5:1
邻水县	行政执法（一）	26314218	< 5:1
邻水县	行政执法（二）	26314219	< 5:1
邻水县	行政执法（三）	26314220	< 5:1
邻水县	行政执法（四）	26314221	< 5:1
邻水县	行政执法（五）	26314222	< 5:1
邻水县	行政执法（一）	26314223	< 5:1
邻水县	行政执法（二）	26314224	< 5:1
邻水县	行政执法（三）	26314225	< 5:1
邻水县	行政执法（四）	26314226	< 5:1
邻水县	综合管理	26314227	< 5:1
邻水县	财务管理	26314228	< 5:1
邻水县	工程建设	26314229	< 5:1
邻水县	基层执法（一）	26314230	< 5:1
邻水县	基层执法（二）	26314231	< 5:1
邻水县	卫生执法	26314233	< 5:1
宜宾市自然资源和规划局	工作人员	26315005	< 5:1
宜宾市自然资源和规划局	工作人员	26315006	≥ 5:1 且 < 30:1
宜宾市应急管理综合行政执法支队	执法人员	26315010	< 5:1
宜宾市应急管理综合行政执法支队	执法人员	26315011	< 5:1
宜宾市文化市场综合行政执法支队	财务管理	26315012	≥ 5:1 且 < 30:1
宜宾市文化市场综合行政执法支队	执法人员	26315013	< 5:1
宜宾市文化市场综合行政执法支队	执法人员	26315014	≥ 5:1 且 < 30:1
宜宾市翠屏区	工作人员	26315047	< 5:1
宜宾市翠屏区	工作人员	26315061	< 5:1
宜宾市翠屏区	工作人员	26315062	< 5:1
宜宾市翠屏区	工作人员	26315063	< 5:1
宜宾市翠屏区	工作人员	26315064	< 5:1
宜宾市翠屏区	工作人员	26315065	< 5:1
宜宾市翠屏区	工作人员	26315066	< 5:1
宜宾市南溪区	执法人员	26315107	< 5:1
宜宾市南溪区	执法人员	26315111	< 5:1
宜宾市南溪区	执法人员	26315112	< 5:1
宜宾市南溪区	执法人员	26315113	< 5:1
宜宾市叙州区	执法人员	26315131	< 5:1
宜宾市叙州区	执法人员	26315132	< 5:1
宜宾市叙州区	执法人员	26315133	< 5:1
宜宾市叙州区	执法人员	26315136	< 5:1
宜宾市叙州区	执法人员	26315137	< 5:1
江安县	工作人员	26315159	< 5:1
江安县	工作人员	26315160	≥ 5:1 且 < 30:1
江安县	工作人员	26315161	< 5:1
江安县	执法人员	26315168	< 5:1
江安县	执法人员	26315169	< 5:1
江安县	执法人员	26315170	< 5:1
江安县	执法人员	26315171	< 5:1
江安县	执法人员	26315172	< 5:1
江安县	执法人员	26315173	< 5:1
长宁县	执法人员	26315185	< 5:1
长宁县	执法人员	26315188	< 5:1
长宁县	执法人员	26315191	< 5:1
长宁县	执法人员	26315192	< 5:1
筠连县	财务管理	26315227	< 5:1
珙县	财务管理	26315249	< 5:1
珙县	执法人员	26315250	< 5:1
珙县	财务管理	26315256	< 5:1
珙县	执法人员	26315257	< 5:1
珙县	财务管理	26315258	< 5:1
珙县	执法人员	26315259	< 5:1
珙县	执法人员	26315260	< 5:1
珙县	执法人员	26315261	< 5:1
珙县	执法人员	26315262	< 5:1
珙县	执法人员	26315263	< 5:1
珙县	执法人员	26315264	< 5:1
珙县	执法人员	26315265	< 5:1
珙县	执法人员	26315266	< 5:1
珙县	执法人员	26315268	< 5:1
珙县	财务管理	26315269	< 5:1
珙县	执法人员	26315270	< 5:1
珙县	执法人员	26315271	< 5:1
珙县	执法人员	26315272	< 5:1
珙县	执法人员	26315273	< 5:1
兴文县	工作人员	26315287	< 5:1
兴文县	工作人员	26315288	< 5:1
兴文县	工作人员	26315289	< 5:1
兴文县	工作人员	26315290	< 5:1
兴文县	工作人员	26315291	< 5:1
兴文县	工作人员	26315292	< 5:1
兴文县	工作人员	26315293	< 5:1
屏山县	工作人员	26315309	< 5:1
屏山县	工作人员	26315310	< 5:1
屏山县	工作人员	26315311	< 5:1
屏山县	工作人员	26315312	< 5:1
屏山县	工作人员	26315313	< 5:1
雅安市汉源生态环境局	行政执法人员	26316003	< 5:1
雅安市市场监管综合行政执法支队	行政执法人员	26316009	< 5:1
名山区	行政执法人员	26316019	< 5:1
名山区	行政执法人员	26316022	< 5:1
名山区	行政执法人员	26316023	< 5:1
名山区	行政执法人员	26316034	< 5:1
名山区	行政执法人员	26316035	< 5:1
名山区	行政执法人员	26316036	< 5:1
名山区	行政执法人员	26316037	≥ 5:1 且 < 30:1
名山区	行政执法人员	26316038	< 5:1
名山区	行政执法人员	26316039	< 5:1
名山区	行政执法人员	26316040	< 5:1
名山区	行政执法人员	26316041	< 5:1
名山区	行政执法人员	26316042	< 5:1
名山区	行政执法人员	26316043	< 5:1
名山区	行政执法人员	26316044	< 5:1
名山区	行政执法人员	26316045	< 5:1
天全县	行政执法人员	26316064	≥ 5:1 且 < 30:1
天全县	行政执法人员	26316065	≥ 5:1 且 < 30:1
天全县	行政执法人员	26316066	< 5:1
天全县	行政执法人员	26316067	< 5:1
天全县	行政执法人员	26316068	< 5:1
天全县	行政执法人员	26316069	< 5:1
天全县	行政执法人员	26316070	< 5:1
芦山县	行政执法人员	26316090	< 5:1
芦山县	行政执法人员	26316093	< 5:1
芦山县	行政执法人员	26316094	< 5:1
芦山县	行政执法人员	26316095	< 5:1
芦山县	行政执法人员	26316096	< 5:1
芦山县	行政执法人员	26316098	< 5:1
宝兴县	行政执法人员	26316111	< 5:1
宝兴县	行政执法人员	26316121	≥ 5:1 且 < 30:1
宝兴县	行政执法人员	26316122	< 5:1
宝兴县	行政执法人员	26316123	< 5:1
宝兴县	行政执法人员	26316124	< 5:1
宝兴县	行政执法人员	26316125	< 5:1
宝兴县	行政执法人员	26316128	< 5:1
荥经县	行政执法人员	26316134	< 5:1
荥经县	行政执法人员	26316135	< 5:1
荥经县	行政执法人员	26316136	< 5:1
荥经县	行政执法人员	26316137	< 5:1
荥经县	行政执法人员	26316138	< 5:1
荥经县	行政执法人员	26316139	< 5:1
荥经县	行政执法人员	26316140	< 5:1
荥经县	行政执法人员	26316141	< 5:1
荥经县	行政执法人员	26316144	< 5:1
荥经县	行政执法人员	26316147	≥ 5:1 且 < 30:1
荥经县	行政执法人员	26316148	< 5:1
汉源县	行政执法人员	26316169	< 5:1
汉源县	行政执法人员	26316170	≥ 5:1 且 < 30:1
汉源县	行政执法人员	26316171	< 5:1
汉源县	行政执法人员	26316176	< 5:1
汉源县	行政执法人员	26316177	< 5:1
石棉县	行政执法人员	26316192	< 5:1
石棉县	行政执法人员	26316193	< 5:1
石棉县	行政执法人员	26316198	< 5:1
石棉县	行政执法人员	26316199	< 5:1
石棉县	行政执法人员	26316200	< 5:1
阿坝州生态环境局（一）	综合文秘	26317001	≥ 5:1 且 < 30:1
州生态环境执法大队（一）	行政执法	26318073	< 5:1
州生态环境执法大队（二）	综合管理	26318074	< 5:1
州生态环境执法大队（三）	财务管理	26318075	≥ 5:1 且 < 30:1
州生态环境执法大队（四）	财务管理	26318076	< 5:1
州卫生健康和计划生育监督执法支队	行政执法	26318077	≥ 5:1 且 < 30:1
州应急管理综合行政执法支队（一）	行政执法	26318078	< 5:1
州应急管理综合行政执法支队（二）	行政执法	26318079	< 5:1
康定市劳动监察执法大队（一）	行政执法	26318080	< 5:1
康定市劳动监察执法大队（二）	行政执法	26318081	< 5:1
康定市自然资源执法监察大队	行政执法	26318082	< 5:1
泸定县卫生和计划生育监督执法大队	行政执法	26318083	< 5:1
泸定县应急管理综合行政执法大队（一）	行政执法	26318084	< 5:1
泸定县应急管理综合行政执法大队（二）	行政执法	26318085	< 5:1
雅江县卫生健康监督执法大队（一）	综合管理	26318086	< 5:1
雅江县卫生健康监督执法大队（二）	综合管理	26318087	< 5:1
炉霍县自然资源监察执法大队	行政执法	26318088	< 5:1
炉霍县交通运输执法大队	行政执法	26318089	< 5:1
炉霍县卫生和计划生育监督执法大队	行政执法	26318090	< 5:1
炉霍县应急管理综合执法大队	行政执法	26318091	< 5:1
炉霍县综合行政执法大队	行政执法	26318092	< 5:1
色达县自然资源监察执法大队	行政执法	26318093	< 5:1
色达县交通运输执法大队	行政执法	26318094	< 5:1
色达县应急管理综合行政执法大队	行政执法	26318095	< 5:1
巴塘县文化市场综合执法大队	综合管理	26318096	< 5:1
稻城县劳动监察执法中队	综合管理	26318097	< 5:1
凉山州布拖生态环境局	文秘	26319004	< 5:1
凉山州金阳生态环境局	文秘	26319005	< 5:1
西昌生态环境综合行政执法大队	财务人员	26319010	< 5:1
西昌生态环境综合行政执法大队	执法人员（一）	26319011	< 5:1
西昌生态环境综合行政执法大队	执法人员（二）	26319012	< 5:1
布拖生态环境保护综合行政执法大队	执法人员	26319013	< 5:1
甘洛生态环境保护综合行政执法大队	执法人员	26319014	< 5:1
会东生态环境保护综合行政执法大队	执法人员（一）	26319015	< 5:1
会东生态环境保护综合行政执法大队	执法人员（二）	26319016	< 5:1
会东生态环境保护综合行政执法大队	文秘	26319017	< 5:1
金阳生态环境保护综合行政执法大队	执法人员	26319018	< 5:1
冕宁生态环境保护综合行政执法大队	信息化建设	26319019	< 5:1
冕宁生态环境保护综合行政执法大队	执法人员	26319020	< 5:1
宁南生态环境保护综合行政执法大队	信息化建设	26319021	< 5:1
宁南生态环境保护综合行政执法大队	执法人员	26319022	< 5:1
盐源生态环境保护综合行政执法大队	财务人员	26319023	< 5:1
盐源生态环境保护综合行政执法大队	执法人员（一）	26319024	< 5:1
盐源生态环境保护综合行政执法大队	执法人员（二）	26319025	< 5:1
越西生态环境保护综合行政执法大队	文秘	26319026	< 5:1
越西生态环境保护综合行政执法大队	执法人员	26319027	< 5:1
